"Numero_expedient","Codi_districte","Nom_districte","Codi_barri","Nom_barri","Codi_carrer","Nom_carrer","Num_postal ","Descripcio_dia_setmana","NK_Any","Mes_any","Nom_mes","Dia_mes","Hora_dia","Descripcio_torn","Descripcio_causa_conductor","Coordenada_UTM_X_ED50","Coordenada_UTM_Y_ED50","Longitud","Latitud"
"2016S001515    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",369204,"Zamora","0107 0107","Divendres","2016",2,"Febrer","26","09","Canvi de carril sense precaució","Matí","434085.96 ","4583693.96","2.20441769686875","41.3927821526872"
"2016S005087    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",369204,"Zamora","0108 0108","Dimecres","2016",6,"Juny","29","11","Manca d'atenció a la conducció","Matí","434020.31 ","4583616.44","2.20039385898112","41.4058931668458"
"2016S008483    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",4908,"Àlaba","0113 0113","Dissabte","2016",10,"Octubre","1","17","Manca d'atenció a la conducció","Tarda","434745.84 ","4584722.07","2.20578517715267","41.4078783624381"
"2016S000285    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",249304,"Pere IV","0062 0062","Dimecres","2016",1,"Gener","13","15","Gir indegut o sense precaució","Tarda","434693.93 ","4584724.21","2.20903464026112","41.4088591342720"
"2016S000471    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",-1,"Desconegut","Desconegut","Dimecres","2016",1,"Gener","20","12","Desobeir altres senyals","Matí","433969.56 ","4583899.29","2.21189172249582","41.4023744131657"
"2016S000471    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",-1,"Desconegut","Desconegut","Dimecres","2016",1,"Gener","20","12","Canvi de carril sense precaució","Matí","433969.56 ","4583899.29","2.21653960937555","41.4082913734868"
"2016S000568    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",243206,"Pamplona","0104 0104","Dissabte","2016",1,"Gener","23","11","Altres","Matí","434066.24 ","4584424.82","2.21644063749345","41.4046571633331"
"2016S000945    ",10,"Sant Martí",68,"el Poblenou",174908,"Joncar","0003 0003","Divendres","2016",2,"Febrer","5","17","No respectat pas de vianants","Tarda","434322.73 ","4584878.8 ","2.21458819607734","41.4034724824222"
"2016S000945    ",10,"Sant Martí",68,"el Poblenou",174908,"Joncar","0003 0003","Divendres","2016",2,"Febrer","5","17","Desobeir semàfor","Tarda","434322.73 ","4584878.8 ","2.21373505382845","41.4028291069719"
"2016S002123    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",11200,"Almogàvers","0087 0087","Dijous","2016",3,"Març","17","10","No respectat pas de vianants","Matí","434475.69 ","4584153.15","2.21373505382845","41.4028291069719"
"2016S000106    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",11200,"Almogàvers","0087 0087","Dimecres","2016",1,"Gener","6","13","Desobeir semàfor","Matí","434475.69 ","4584153.15","2.21034484943888","41.4002402921020"
"2016S004848    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",270901,"Pujades","0065 0065","Dilluns","2016",6,"Juny","20","18","Altres","Tarda","432453.57 ","4583747.2 ","2.20956800551670","41.3995366982930"
"2016S002504    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",369204,"Zamora","0062 0062","Divendres","2016",4,"Abril","1","22","Desobeir semàfor","Nit","433930.38 ","4583769.8 ","2.21812734694495","41.4095541211937"
"2016S004358    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",270901,"Pujades","0015 0017","Dissabte","2016",6,"Juny","4","20","Altres","Tarda","434130.53 ","4583678.38","2.21750608254339","41.4095691757149"
"2016S008562    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",205150,"Antiga de Mataró","0004 0004","Dimecres","2016",11,"Novembre","9","12","No respectar distàncies","Matí","434539.19 ","4584680.37","2.20893006480938","41.4020800901364"
"2016S000995    ",10,"Sant Martí",68,"el Poblenou",290104,"Rovira","0020 0020","Diumenge","2016",2,"Febrer","7","19","No respectat pas de vianants","Tarda","434194.33 ","4584636.47","2.20893006480938","41.4020800901364"
"2016S008299    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",249304,"Pere IV","0058 0060","Dilluns","2016",10,"Octubre","31","11","No cedir la dreta","Matí","434707.61 ","4584215.28","2.21002927532209","41.4068213523315"
"2016S009845    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",44200,"Bogatell","0082 0086","Dimecres","2016",12,"Desembre","21","07","Canvi de carril sense precaució","Matí","434371.96 ","4583978.79","2.21304838210952","41.4109312557937"
"2016S003291    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",249304,"Pere IV","0008 0010","Dissabte","2016",4,"Abril","30","17","Manca d'atenció a la conducció","Tarda","434902.4  ","4584670.66","2.21304838210952","41.4109312557937"
"2016S007628    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",270901,"Pujades","0016 0016","Divendres","2016",10,"Octubre","7","13","Manca d'atenció a la conducció","Matí","435017.2  ","4584731.2 ","2.21495702223366","41.4044079957968"
"2016S010094    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",11200,"Almogàvers","0133 0135","Dijous","2016",12,"Desembre","29","22","Desobeir semàfor","Nit","432042    ","4583976.73","2.21495702223366","41.4044079957968"
"2016S004091    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",11200,"Almogàvers","0137 0137","Dissabte","2016",5,"Maig","28","02","Desobeir semàfor","Nit","432717.58 ","4584267.9 ","2.19081244577331","41.4005842064883"
"2016S003856    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",183603,"Llacuna","0115 0115","Dijous","2016",5,"Maig","19","21","Altres","Tarda","432129.81 ","4583314.56","2.20847552940314","41.4009105834054"
"2016S008948    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",183603,"Llacuna","0115 0115","Dilluns","2016",11,"Novembre","21","12","Avançament defectuós/improcedent","Matí","432189.88 ","4583336.93","2.21087968915763","41.4001036226971"
"2016S002409    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",183603,"Llacuna","0115 0115","Dimecres","2016",3,"Març","30","13","Desobeir semàfor","Matí","432129.81 ","4583314.56","2.21565957409218","41.4091617200722"
"2016S000256    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",286504,"Roger de Flor","0032 0032","Dimarts","2016",1,"Gener","12","18","Manca d'atenció a la conducció","Tarda","432343.8  ","4584050.65","2.21153859685406","41.4087381376300"
"2016S005499    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",701205,"Josep Ferrater i Móra","0000 0000","Dimecres","2016",7,"Juliol","13","07","Manca d'atenció a la conducció","Matí","432116.2  ","4582922.61","2.21772470468500","41.4049864737714"
"2016S005141    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",330107,"Tànger","0034 0034","Divendres","2016",7,"Juliol","1","02","Desobeir semàfor","Nit","432311.05 ","4584204.03","2.21373505382845","41.4028291069719"
"2016S003739    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",171400,"Joan d'Àustria","0084 0084","Diumenge","2016",5,"Maig","15","16","Altres","Tarda","432803.58 ","4584135.15","2.22000591305343","41.4091037902052"
"2016S001455    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",311703,"Sancho de Ávila","0027 0027","Dimecres","2016",2,"Febrer","24","17","Manca d'atenció a la conducció","Tarda","432766.18 ","4584191.05","2.22137282458268","41.4096583583118"
"2016S007897    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",143609,"Josep Pla","0013X0013X","Dilluns","2016",10,"Octubre","17","14","No respectar distàncies","Tarda","432232.66 ","4583764.84","2.18586348819172","41.4026168030554"
"2016S006463    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",311703,"Sancho de Ávila","0170 0170","Dimarts","2016",8,"Agost","23","20","Gir indegut o sense precaució","Tarda","432011.18 ","4582673.63","2.19391258676688","41.4052961634502"
"2016S002806    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",29206,"Àvila","0157 0157","Dimecres","2016",4,"Abril","13","20","No cedir la dreta","Tarda","432591.72 ","4583006.88","2.18698819633459","41.3966602526229"
"2016S007675    ",1,"Ciutat Vella",1,"el Raval",348907,"Unió","0012 0012","Dissabte","2016",10,"Octubre","8","20","Altres","Tarda","430951.12 ","4580916.47","2.18770419818304","41.3968668052564"
"2016S007231    ",1,"Ciutat Vella",1,"el Raval",348907,"Unió","0012 0012","Dijous","2016",9,"Setembre","22","12","Altres","Matí","430955.38 ","4580894.89","2.18698819633459","41.3966602526229"
"2016S008847    ",1,"Ciutat Vella",1,"el Raval",296600,"Sant Antoni Abat","0063 0063","Dijous","2016",11,"Novembre","17","15","Manca d'atenció a la conducció","Tarda","432899.48 ","4582416.19","2.18946543945003","41.4033080563029"
"2016S003145    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",701609,"Willy Brandt","0001 0001","Dilluns","2016",4,"Abril","25","20","Gir indegut o sense precaució","Tarda","432405.38 ","4583010.31","2.18686938183956","41.3931289190029"
"2016S000819    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",144601,"Diagonal","0254 0254","Dimarts","2016",2,"Febrer","2","10","Altres","Matí","432301.89 ","4582921.06","2.18905650203460","41.4046867462910"
"2016S008007    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",169409,"Corts Catalanes","0850 0852","Divendres","2016",10,"Octubre","21","09","No determinada","Matí","432565.15 ","4583005.71","2.19495613940211","41.4041077208773"
"2016S006523    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",29206,"Àvila","0104 0104","Divendres","2016",8,"Agost","26","16","Desobeir altres senyals","Tarda","432985.66 ","4583007.18","2.19450252360165","41.4046080668095"
"2016S008976    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",181608,"Roc Boronat","0108 0108","Dimarts","2016",11,"Novembre","22","10","No respectar distàncies","Matí","432617.38 ","4582962.99","2.18816796069331","41.4007244789762"
"2016S000899    ",1,"Ciutat Vella",1,"el Raval",198804,"Paral·lel","0050B0050B","Dijous","2016",2,"Febrer","4","13","No respectar distàncies","Matí","433042.41 ","4582486.79","2.18564126007430","41.3908775461018"
"2016S003188    ",1,"Ciutat Vella",1,"el Raval",234602,"Om","0001A0001A","Dimecres","2016",4,"Abril","27","12","No cedir la dreta","Matí","433257.43 ","4582696.33","2.19254748049532","41.3939279499400"
"2016S007568    ",1,"Ciutat Vella",1,"el Raval",234602,"Om","0002 0002","Dimecres","2016",10,"Octubre","5","19","Manca d'atenció a la conducció","Tarda","433042.41 ","4582486.79","2.17316324336335","41.3749609319410"
"2016S006001    ",1,"Ciutat Vella",1,"el Raval",234602,"Om","0003 0003","Diumenge","2016",7,"Juliol","31","00","Manca d'atenció a la conducció","Nit","432980.21 ","4582495.09","2.17321664114510","41.3747669327470"
"2016S009097    ",1,"Ciutat Vella",1,"el Raval",234602,"Om","0005 0005","Dissabte","2016",11,"Novembre","26","10","Altres","Matí","432869.81 ","4582348.98","2.19629401285478","41.3886335158035"
"2016S006311    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",330107,"Tànger","0071 0071","Diumenge","2016",8,"Agost","14","20","Avançament defectuós/improcedent","Tarda","432461.56 ","4582795.92","2.19031833863940","41.3939431883695"
"2016S008196    ",1,"Ciutat Vella",1,"el Raval",234602,"Om","0021 0021","Dijous","2016",10,"Octubre","27","14","Manca d'atenció a la conducció","Tarda","431141.53 ","4581056.3 ","2.18909051090015","41.3931306250315"
"2016S006665    ",1,"Ciutat Vella",1,"el Raval",316707,"Santa Madrona","0015 0015","Dijous","2016",9,"Setembre","1","18","Manca d'atenció a la conducció","Tarda","431291.88 ","4580896.02","2.19222981473093","41.3939151825227"
"2016S000581    ",1,"Ciutat Vella",1,"el Raval",316707,"Santa Madrona","0017 0017","Dissabte","2016",1,"Gener","23","21","Manca d'atenció a la conducció","Tarda","431291.88 ","4580896.02","2.19725925505951","41.3939636052556"
"2016S008791    ",1,"Ciutat Vella",1,"el Raval",316707,"Santa Madrona","0021 0021","Dimecres","2016",11,"Novembre","16","08","Canvi de carril sense precaució","Matí","431137.98 ","4580551.58","2.19285928036572","41.3935347966946"
"2016S008615    ",1,"Ciutat Vella",1,"el Raval",348907,"Unió","0034 0034","Dijous","2016",11,"Novembre","10","16","Canvi de carril sense precaució","Tarda","431192.89 ","4581024.27","2.19799561004913","41.3892813141845"
"2016S001516    ",1,"Ciutat Vella",1,"el Raval",167709,"Joaquín Costa","0011 0011","Dimecres","2016",2,"Febrer","24","16","Desobeir altres senyals","Tarda","430860.32 ","4581140.33","2.20054411392551","41.3911864771630"
"2016S002060    ",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",186703,"Llull","0084 0084","Dimarts","2016",3,"Març","15","13","Manca precaució efectuar marxa enrera","Matí","430712.96 ","4581384.45","2.19799561004913","41.3892813141845"
"2016S007606    ",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",367504,"Doctor Trueta","0007 0007","Dijous","2016",10,"Octubre","6","20","Altres","Tarda","430957.97 ","4581584.68","2.19725078651066","41.3893508852211"
"2016S003416    ",1,"Ciutat Vella",2,"el Barri Gòtic",61402,"Canuda","0025 0025","Dimecres","2016",5,"Maig","4","17","Manca d'atenció a la conducció","Tarda","430704.97 ","4582088.39","2.19594662190608","41.3880256942151"
"2016S006856    ",1,"Ciutat Vella",2,"el Barri Gòtic",328706,"Sots-tinent Navarro","0021 0023","Divendres","2016",9,"Setembre","9","14","Avançament defectuós/improcedent","Tarda","430514.4  ","4581803.02","2.19101422177946","41.3920169594189"
"2016S005067    ",1,"Ciutat Vella",2,"el Barri Gòtic",328706,"Sots-tinent Navarro","0026 0028","Dimarts","2016",6,"Juny","28","16","Desconegut","Tarda","430794.78 ","4581865.02","2.17542411251554","41.3762366717546"
"2016S009866    ",1,"Ciutat Vella",2,"el Barri Gòtic",45508,"Boqueria","0032 0032","Dimecres","2016",12,"Desembre","21","19","Altres","Tarda","430383.18 ","4581978.54","2.17724009555706","41.3748059360977"
"2016S003197    ",1,"Ciutat Vella",2,"el Barri Gòtic",45508,"Boqueria","0047 0047","Dimecres","2016",4,"Abril","27","18","No respectat pas de vianants","Tarda","430606.25 ","4581651.85","2.17724009555706","41.3748059360977"
"2016S005702    ",1,"Ciutat Vella",2,"el Barri Gòtic",256106,"Pi","0002 0002","Dimecres","2016",7,"Juliol","20","13","Altres","Matí","430180.58 ","4581946.73","2.17543904870292","41.3716904926027"
"2016S007745    ",1,"Ciutat Vella",2,"el Barri Gòtic",34308,"Rambla","0022 0024","Dimarts","2016",10,"Octubre","11","19","Altres","Tarda","430693.18 ","4581678.01","2.17604188497413","41.3759525834766"
"2016S001164    ",1,"Ciutat Vella",2,"el Barri Gòtic",277503,"Regomir","0033 0033","Diumenge","2016",2,"Febrer","14","11","Manca precaució incorporació circulació","Matí","430606.03 ","4581577.23","2.17205197423189","41.3769693725063"
"2016S009925    ",1,"Ciutat Vella",2,"el Barri Gòtic",701265,"Litoral (Besòs)","001070000","Divendres","2016",12,"Desembre","23","13","Desobeir altres senyals","Matí","431647.7  ","4581639.55","2.17026197824945","41.3791554041797"
"2016S002028    ",1,"Ciutat Vella",2,"el Barri Gòtic",307900,"Sant Miquel","0004 0005","Dilluns","2016",3,"Març","14","12","Manca d'atenció a la conducció","Matí","431353.85 ","4581722.72","2.17316896292809","41.3809798974920"
"2016S003422    ",1,"Ciutat Vella",2,"el Barri Gòtic",13400,"Amargós","0010 0010","Dimecres","2016",5,"Maig","4","18","No determinada","Tarda","431382.81 ","4581856.34","2.17008586182784","41.3854948930215"
"2016S009360    ",1,"Ciutat Vella",2,"el Barri Gòtic",-1,"Desconegut","Desconegut","Dilluns","2016",12,"Desembre","5","10","Manca precaució efectuar marxa enrera","Matí","431246.82 ","4581732.99","2.16783957281067","41.3829082001926"
"2016S001266    ",1,"Ciutat Vella",2,"el Barri Gòtic",269108,"Portal de la Pau","0004 0004","Dijous","2016",2,"Febrer","18","08","Gir indegut o sense precaució","Matí","431307.06 ","4581788.22","2.17118544544102","41.3834908043554"
"2016S002932    ",1,"Ciutat Vella",2,"el Barri Gòtic",291107,"Rull","0005 0005","Dilluns","2016",4,"Abril","18","13","No respectar distàncies","Matí","431309.44 ","4582046.75","2.16625017851093","41.3844777005203"
"2016S000833    ",1,"Ciutat Vella",1,"el Raval",297602,"Sant Bernat","0009 0009","Dilluns","2016",2,"Febrer","1","19","Gir indegut o sense precaució","Tarda","431303.96 ","4580950.67","2.16895529973965","41.3815545922294"
"2016S007961    ",1,"Ciutat Vella",3,"la Barceloneta",150003,"Grau i Torras","0031 0033","Dimecres","2016",10,"Octubre","19","19","Gir indegut o sense precaució","Tarda","432011.1  ","4581588.36","2.16383097451228","41.3841736246380"
"2016S005000    ",1,"Ciutat Vella",3,"la Barceloneta",150003,"Grau i Torras","0035 0035","Diumenge","2016",6,"Juny","26","08","Desobeir semàfor","Matí","432011.1  ","4581588.36","2.16999184694028","41.3817977072498"
"2016S002564    ",1,"Ciutat Vella",1,"el Raval",282208,"Riera Baixa","0004 0006","Dilluns","2016",4,"Abril","4","23","Manca d'atenció a la conducció","Nit","431640.56 ","4581405.52","2.16896122155517","41.3808824932349"
"2016S002462    ",1,"Ciutat Vella",1,"el Raval",282208,"Riera Baixa","0013 0013","Dijous","2016",3,"Març","31","22","Manca precaució incorporació circulació","Nit","431769.85 ","4581608.2 ","2.18141076772647","41.3815330405908"
"2016S006221    ",1,"Ciutat Vella",1,"el Raval",282208,"Riera Baixa","0020 0020","Dimecres","2016",8,"Agost","10","02","Manca d'atenció a la conducció","Nit","431349.76 ","4580889.43","2.17788736083750","41.3822570890904"
"2016S000343    ",1,"Ciutat Vella",1,"el Raval",282208,"Riera Baixa","0020 0020","Divendres","2016",1,"Gener","15","14","No respectar distàncies","Tarda","431349.76 ","4580889.43","2.17821853495334","41.3834630395545"
